Название аптеки;Категория;Название товара;Цена (руб.);Производитель;Ссылка на товар
apteka22;Сердце и сосуды;РАМИПРИЛ ТАБЛЕТКИ 10МГ №28;12;ао татхимфармпрепараты;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ramipril_tabletki_10mg_28/
apteka22;Сердце и сосуды;МОКСОНИДИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0 4МГ №60;38;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/moksonidin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_0_4mg_60/
apteka22;Сердце и сосуды;БРАВАДИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №56;78;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bravadin_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_56/
apteka22;Сердце и сосуды;АМЛОДИПИН-ТЕВА ТАБЛЕТКИ 5МГ №30;14;ооо р-фарм новоселки;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/amlodipin_teva_tabletki_5mg_30/
apteka22;Сердце и сосуды;ТЕЛМИСАРТАН-СЗ ТАБЛЕТКИ 80МГ №28;33;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/telmisartan_sz_tabletki_80mg_28/
apteka22;Сердце и сосуды;ГИПОСАРТ ТАБЛЕТКИ 32МГ №28;52;фармацевтический завод польфарма ао;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/giposart_tabletki_32mg_28/
apteka22;Сердце и сосуды;ИВАБРАДИН КАНОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №56;65;зао канонфарма продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ivabradin_kanon_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_56/
apteka22;Сердце и сосуды;ЭГИЛОК ТАБЛЕТКИ 50МГ №60;12;зао фармацевтический завод эгис;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/egilok_tabletki_50mg_60/
apteka22;Сердце и сосуды;ДОКСИ-ХЕМ КАПСУЛЫ 500МГ №90;85;хемофарм а.д.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/doksi_khem_kapsuly_500mg_90/
apteka22;Сердце и сосуды;АПРОВАСК ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ 300МГ №28;114;санофи-авентис де мексико с.а. де с.в.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/aprovask_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_300mg_28/
apteka22;Сердце и сосуды;АМЛОДИПИН-ТЕВА ТАБЛЕТКИ 10МГ №30;17;ооо р-фарм новоселки;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/amlodipin_teva_tabletki_10mg_30/
apteka22;Сердце и сосуды;МЕТОПРОЛОЛ ТАБЛЕТКИ 50МГ №60;9;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/metoprolol_tabletki_50mg_60/
apteka22;Сердце и сосуды;ГИПОКСЕН КАПСУЛЫ 250МГ №30;84;зао корпорация олифен;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/gipoksen_kapsuly_250mg_30/
apteka22;Сердце и сосуды;ЛОЗАП ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50МГ №90;56;санека фармасьютикалс а. с;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozap_tabletki_pokrytye_plenochnoy_obolochkoy_50mg_90/
apteka22;Сердце и сосуды;АНАПРИЛИН РЕНЕВАЛ ТАБЛЕТКИ 40МГ №112;13;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/anaprilin_reneval_tabletki_40mg_112/
apteka22;Сердце и сосуды;ЭНАЛАПРИЛ ГЕКСАЛ ТАБЛЕТКИ 5МГ №20;4;ооо новартис нева;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/enalapril_geksal_tabletki_5mg_20/
apteka22;Сердце и сосуды;ЛОЗАРТАН КАНОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50МГ №60;21;зао канонфарма продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozartan_kanon_tabletki_pokrytye_plenochnoy_obolochkoy_50mg_60/
apteka22;Сердце и сосуды;РОЗУВАСТАТИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ №90;44;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/rozuvastatin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_90_/
apteka22;Сердце и сосуды;БИСОПРОЛОЛ-ВЕРТЕКС ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 2 5МГ №60;17;ао вертекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/bisoprolol_verteks_tabletki_pokrytye_plenochnoy_obolochkoy_2_5mg_60/
apteka22;Сердце и сосуды;ВАЗОКЕТ ТАБЛЕТКИ 600МГ №30;87;фитео лаборатуар;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/vazoket_tabletki_600mg_30/
apteka22;Сердце и сосуды;РАМИПРИЛ ТАБЛЕТКИ 5МГ №28;11;ао татхимфармпрепараты;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ramipril_tabletki_5mg_28/
apteka22;Сердце и сосуды;ВАЛЬСАКОР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 160МГ №30;41;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsakor_tabletki_pokrytye_plenochnoy_obolochkoy_160mg_30/
apteka22;Сердце и сосуды;ЛИПРИМАР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 20МГ №30;41;пфайзер фармасьютикалз элэлси;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/liprimar_tabletki_pokrytye_plenochnoy_obolochkoy_20mg_30/
apteka22;Сердце и сосуды;ВАЛЬСАКОР Н80 ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 80МГ 12 5МГ №90;85;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsakor_n80_tabletki_pokrytye_plenochnoy_obolochkoy_80mg_12_5mg_90/
apteka22;Сердце и сосуды;АПРОВАСК ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ 150МГ №28;68;санофи-авентис де мексико с.а. де с.в.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/aprovask_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_150mg_28/
apteka22;Сердце и сосуды;АНГИОКАРДИЛ РАСТВОР ДЛЯ ИНЪЕКЦИЙ 100МГ/МЛ 5МЛ №10;18;ао новосибхимфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/angiokardil_rastvor_dlya_inektsiy_100mg_ml_5ml_10/
apteka22;Сердце и сосуды;РИБОКСИН БУФУС РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 20МГ/МЛ 5МЛ №10;15;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/riboksin_bufus_rastvor_dlya_vnutrivennogo_vvedeniya_20mg_ml_5ml_10_/
apteka22;Сердце и сосуды;МОКСОНИДИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0 2МГ №60;23;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/moksonidin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_0_2mg_60/
apteka22;Сердце и сосуды;КО-ДАЛЬНЕВА ТАБЛЕТКИ 10МГ 2 5МГ 8МГ №90;161;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ko_dalneva_tabletki_10mg_2_5mg_8mg_90/
apteka22;Сердце и сосуды;КО-ВАМЛОСЕТ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 5МГ 160МГ 12,5МГ №30;57;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ko_vamloset_tabletki_pokrytye_plenochnoy_obolochkoy_5mg_160mg_12_5mg_30/
apteka22;Сердце и сосуды;МОКСОНИДИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0 4МГ №90;53;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/moksonidin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_0_4mg_90/
apteka22;Сердце и сосуды;НИЦЕРГОЛИН ЛИОФИЛИЗАТ ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 4МГ №5 В КОМПЛЕКТЕ С РАСТВОРИТЕЛЕМ: НАТРИЯ ХЛОРИДА РАСТВОР 0 9% (АМПУЛЫ) 5 МЛ-5 ШТ;93;ооо фирма фермент;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/nitsergolin_liofilizat_dlya_prigotovleniya_rastvora_dlya_vnutrimyshechnogo_vvedeniya_4mg_5_v_komplek/
apteka22;Сердце и сосуды;ЛИЗИНОПРИЛ-АЛСИ ТАБЛЕТКИ 10МГ №30;9;зао алси фарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lizinopril_alsi_tabletki_10mg_30/
apteka22;Сердце и сосуды;КОРВАЛОЛ ТАБЛЕТКИ №20;12;ооо южфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/korvalol_tabletki_20_1/
apteka22;Сердце и сосуды;МОКСОНИДИН КАНОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 0 3МГ №28;10;зао канонфарма продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/moksonidin_kanon_tabletki_pokrytye_plenochnoy_obolochkoy_0_3mg_28_/
apteka22;Сердце и сосуды;ЛИПОБОН ТАБЛЕТКИ 10МГ №30;59;нобелфарма илач санайи ве тиджарет а.ш.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lipobon_tabletki_10mg_30/
apteka22;Сердце и сосуды;МЕТОПРОЛОЛ ТАБЛЕТКИ 50МГ №50;8;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/metoprolol_tabletki_50mg_50_1/
apteka22;Сердце и сосуды;КАПТОПРИЛ ТАБЛЕТКИ 25МГ №40;2;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/kaptopril_tabletki_25mg_40/
apteka22;Сердце и сосуды;ЛОЗАРТАН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 50МГ №30;14;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozartan_tabletki_pokrytye_plenochnoy_obolochkoy_50mg_30_1/
apteka22;Сердце и сосуды;СИДНОФАРМ ТАБЛЕТКИ 2МГ №30;27;софарма ао;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/sidnofarm_tabletki_2mg_30/
apteka22;Сердце и сосуды;НЕБИЛОНГ ТАБЛЕТКИ 2.5МГ №30;44;микро лабс лимитед;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/nebilong_tabletki_2_5mg_30/
apteka22;Сердце и сосуды;КАРДИОНАТ КАПСУЛЫ 250МГ №40;40;ооо хемофарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/kardionat_kapsuly_250mg_40/
apteka22;Сердце и сосуды;РОЗУВАСТАТИН-ТАД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 20МГ №30;34;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/rozuvastatin_tad_tabletki_pokrytye_plenochnoy_obolochkoy_20mg_30_/
apteka22;Сердце и сосуды;ГАБАПЕНТИН-СЗ КАПСУЛЫ 300МГ №50;44;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/gabapentin_sz_kapsuly_300mg_50/
apteka22;Сердце и сосуды;ЭНАЛАПРИЛ ТАБЛЕТКИ 5МГ №20;1;пао биосинтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/enalapril_tabletki_5mg_20/
apteka22;Сердце и сосуды;РОЗУВАСТАТИН-СЗ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 20МГ №90;72;нао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/rozuvastatin_sz_tabletki_pokrytye_plenochnoy_obolochkoy_20mg_90/
apteka22;Сердце и сосуды;СЕРМИОН ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ 30МГ №30;138;пфайзер италия с.р.л.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/sermion_tabletki_pokrytye_obolochkoy_30mg_30/
apteka22;Сердце и сосуды;ВАЛЬСАКОР Н80 ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 80МГ 12 5МГ №30;37;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsakor_n80_tabletki_pokrytye_plenochnoy_obolochkoy_80mg_12_5mg_30/
apteka22;Сердце и сосуды;ЛОЗАРТАН-КСАНТИС ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ 50МГ №30;14;ао алси фарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lozartan_ksantis_tabletki_pokrytye_obolochkoy_50mg_30/
apteka22;Сердце и сосуды;КО-ДАЛЬНЕВА ТАБЛЕТКИ 5МГ 2 5МГ 8МГ №90;151;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/ko_dalneva_tabletki_5mg_2_5mg_8mg_90/
apteka22;Сердце и сосуды;НИФЕКАРД ХЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ 30МГ №60;34;лек д.д.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/nifekard_khl_tabletki_pokrytye_plenochnoy_obolochkoy_s_prolongirovannym_vysvobozhdeniem_30mg_60/
apteka22;Сердце и сосуды;СОТАГЕКСАЛ ТАБЛЕТКИ 160МГ №20;13;салютас фарма гмбх;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/sotageksal_tabletki_160mg_20/
apteka22;Сердце и сосуды;ЛОРИСТА НД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 25МГ 100МГ №90;105;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lorista_nd_tabletki_pokrytye_plenochnoy_obolochkoy_25mg_100mg_90/
apteka22;Сердце и сосуды;ЛИОТОН 1000 ГЕЛЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 1000МЕ/Г 30Г;66;а. менарини менуфекчуринг лоджистикс энд сервисес с.р.л.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/lioton_1000_gel_dlya_naruzhnogo_primeneniya_1000me_g_30g/
apteka22;Сердце и сосуды;ИЗОПТИН СР 240 ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ С ПРОЛОНГИРОВАННЫМ ВЫСВОБОЖДЕНИЕМ 240МГ №30;40;фамар а.в.е.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/izoptin_sr_240_tabletki_pokrytye_plenochnoy_obolochkoy_s_prolongirovannym_vysvobozhdeniem_240mg_30/
apteka22;Сердце и сосуды;ВАЛЬСАКОР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 80МГ №90;78;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsakor_tabletki_pokrytye_plenochnoy_obolochkoy_80mg_90/
apteka22;Сердце и сосуды;АНДИПАЛ ТАБ. №10;2;ирбитский;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/andipal_tab_10_kontur_bezyach_upak_oao_irbitskiy_khimfarmzavod/
apteka22;Сердце и сосуды;ТРОКСЕВАЗИН КАПСУЛЫ 300МГ №100;131;балканфарма - разград ад;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/troksevazin_kapsuly_300mg_100/
apteka22;Сердце и сосуды;ЛИПРИМАР ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ №100;61;пфайзер фармасьютикалз элэлси;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/liprimar_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_100/
apteka22;Сердце и сосуды;ПЕРИНДОПРИЛ ТАБЛЕТКИ 8МГ №30;25;ооо пранафарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/perindopril_tabletki_8mg_30/
apteka22;Сердце и сосуды;РОКСЕРА ПЛЮС ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 10МГ 10МГ №30;73;ао крка, д.д. ново место;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/roksera_plyus_tabletki_pokrytye_plenochnoy_obolochkoy_10mg_10mg_30/
apteka22;Сердце и сосуды;ВАЛСАРТАН КАНОН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 80МГ №30;18;зао канонфарма продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/valsartan_kanon_tabletki_pokrytye_plenochnoy_obolochkoy_80mg_30/
apteka22;Сердце и сосуды;ЛИВАЗО ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 4МГ №90;416;пьер фабр медикамент продакшн;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/serdechno_sosudistye_preparaty/livazo_tabletki_pokrytye_plenochnoy_obolochkoy_4mg_90/
